analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	trait_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	gene_id	gene_name	trait_chr	trait_bp	n	tissue	context	mhc	target_resolution_method	n_target_rows
51	GCST90240170	GCST90240170	Acetyl-CoA carboxylase 2 levels (ACACB.12900.29.3)	acetyl-CoA carboxylase 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802248	http://www.ebi.ac.uk/efo/EFO_0802248	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ACACB_GCST90240170.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240170/harmonised/GCST90240170.h.tsv.gz		ACACB_GCST90240170.filtered.tsv.gz	d13f53bec3a87474042abe7d4694c6b8af76a491bf27cf0e9907130a1f67c483	sha256	341386	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000076555	ACACB	12	109116320	3301	plasma	SomaScan	FALSE	somascan_db_gene_name	1
52	GCST90240171	GCST90240171	Acid ceramidase levels (ASAH1.5748.20.3)	acid ceramidase measurement	http://www.ebi.ac.uk/efo/EFO_0801339	http://www.ebi.ac.uk/efo/EFO_0801339	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ASAH1_GCST90240171.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240171/harmonised/GCST90240171.h.tsv.gz		ASAH1_GCST90240171.filtered.tsv.gz	6e75175f321197044fd7c86ad0eebc593bd5c0d88b47a6b84937032e9c042aed	sha256	520002	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000104763	ASAH1	8	18055992	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
53	GCST90240172	GCST90240172	Acid sphingomyelinase-like phosphodiesterase 3a levels (SMPDL3A.14086.11.3)	acid sphingomyelinase-like phosphodiesterase 3a measurement	http://www.ebi.ac.uk/efo/EFO_0008013	http://www.ebi.ac.uk/efo/EFO_0008013	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/SMPDL3A_GCST90240172.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240172/harmonised/GCST90240172.h.tsv.gz		SMPDL3A_GCST90240172.filtered.tsv.gz	1c38d9e94c52c7da866d28fdf079e21089cd63448b543867a3ab3fe7fef9058d	sha256	264722	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000172594	SMPDL3A	6	122788456	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
54	GCST90240173	GCST90240173	Acid sphingomyelinase-like phosphodiesterase 3a levels (SMPDL3A.4771.10.3)	acid sphingomyelinase-like phosphodiesterase 3a measurement	http://www.ebi.ac.uk/efo/EFO_0008013	http://www.ebi.ac.uk/efo/EFO_0008013	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/SMPDL3A_GCST90240173.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240173/harmonised/GCST90240173.h.tsv.gz		SMPDL3A_GCST90240173.filtered.tsv.gz	2c5a1ca5ca0b39a10dec1c810f93c4c0295c02cdbed39a9df70652d134288206	sha256	199581	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000172594	SMPDL3A	6	122788456	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
55	GCST90240174	GCST90240174	Acid-sensing ion channel 4 levels (ASIC4.6951.26.3)	acid-sensing ion channel 4 measurement	http://www.ebi.ac.uk/efo/EFO_0802249	http://www.ebi.ac.uk/efo/EFO_0802249	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ASIC4_GCST90240174.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240174/harmonised/GCST90240174.h.tsv.gz		ASIC4_GCST90240174.filtered.tsv.gz	4730d6ad64a55832a757d53c13b2a8fe2070d7f373d0f25abc371981a78a0e11	sha256	107940	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000072182	ASIC4	2	219514170	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
56	GCST90240175	GCST90240175	Acidic leucine-rich nuclear phosphoprotein 32 family member A levels (ANP32A.13073.14.3)	acidic leucine-rich nuclear phosphoprotein 32 family member A measurement	http://www.ebi.ac.uk/efo/EFO_0802250	http://www.ebi.ac.uk/efo/EFO_0802250	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ANP32A_GCST90240175.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240175/harmonised/GCST90240175.h.tsv.gz		ANP32A_GCST90240175.filtered.tsv.gz	dd4b56da1de4641dc97d41b447e2dd178cbe2b158c74dd029f334fec16eb24b9	sha256	103360	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000140350	ANP32A	15	68778534	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
57	GCST90240176	GCST90240176	Acidic leucine-rich nuclear phosphoprotein 32 family member B levels (ANP32B.4194.26.3)	acidic leucine-rich nuclear phosphoprotein 32 family member b measurement	http://www.ebi.ac.uk/efo/EFO_0020125	http://www.ebi.ac.uk/efo/EFO_0020125	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ANP32B_GCST90240176.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240176/harmonised/GCST90240176.h.tsv.gz		ANP32B_GCST90240176.filtered.tsv.gz	3a689b479712cbcef0e50523214a98f6572d3d5df0874575f4bbda40b350932c	sha256	403614	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000136938	ANP32B	9	97983126	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
58	GCST90240177	GCST90240177	Actin-binding LIM protein 3 levels (ABLIM3.13578.98.3)	actin-binding LIM protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802251	http://www.ebi.ac.uk/efo/EFO_0802251	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ABLIM3_GCST90240177.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240177/harmonised/GCST90240177.h.tsv.gz		ABLIM3_GCST90240177.filtered.tsv.gz	2e2fd9bc04da8a3122e51997bcda38b24b8b33ad7f05dda10dbd5c5e85e6f8fb	sha256	119005	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000173210	ABLIM3	5	149141362	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
59	GCST90240178	GCST90240178	Actin-related protein 2/3 complex subunit 3 levels (ARPC3.13573.5.3)	actin-related protein 2/3 complex subunit 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802252	http://www.ebi.ac.uk/efo/EFO_0802252	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARPC3_GCST90240178.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240178/harmonised/GCST90240178.h.tsv.gz		ARPC3_GCST90240178.filtered.tsv.gz	12eff57c369f442fe94cfe3babc762013770fde7f9d5b6d1234369c65152451f	sha256	182533	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000111229	ARPC3	12	110434436	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
60	GCST90240179	GCST90240179	Activated Protein C levels (PROC.3758.63.3)	activated protein C measurement	http://www.ebi.ac.uk/efo/EFO_0020126	http://www.ebi.ac.uk/efo/EFO_0020126	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/PROC_GCST90240179.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240179/harmonised/GCST90240179.h.tsv.gz		PROC_GCST90240179.filtered.tsv.gz	fadf0004c7358698e7116b822ec23ae7ae9258c86ab1d1a858ca02ef973d3880	sha256	370969	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000115718	PROC	2	127415933	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
61	GCST90240180	GCST90240180	Activated Protein C levels (PROC.3758.68.3)	activated protein C measurement	http://www.ebi.ac.uk/efo/EFO_0020126	http://www.ebi.ac.uk/efo/EFO_0020126	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/PROC_GCST90240180.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240180/harmonised/GCST90240180.h.tsv.gz		PROC_GCST90240180.filtered.tsv.gz	f3ea148de62f133e3473ed9e6548718757f2433343aff8ebeadc21e5800c1094	sha256	130868	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000115718	PROC	2	127415933	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
62	GCST90240181	GCST90240181	Activating signal cointegrator 1 complex subunit 1 levels (ASCC1.10647.18.3)	activating signal cointegrator 1 complex subunit 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801340	http://www.ebi.ac.uk/efo/EFO_0801340	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ASCC1_GCST90240181.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240181/harmonised/GCST90240181.h.tsv.gz		ASCC1_GCST90240181.filtered.tsv.gz	2d8775440def3b702f545c51a81523f0a6c2e6d85ebabb00c70e2d77139e0b37	sha256	581139	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000138303	ASCC1	10	72092153	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
63	GCST90240182	GCST90240182	Activator of 90 kDa heat shock protein ATPase homolog 1 levels (AHSA1.11633.89.3)	activator of 90 kDa heat shock protein ATPase homolog 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801341	http://www.ebi.ac.uk/efo/EFO_0801341	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/AHSA1_GCST90240182.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240182/harmonised/GCST90240182.h.tsv.gz		AHSA1_GCST90240182.filtered.tsv.gz	c235f706aa97765c1ffd2571413e9baa737a12e02faeb54eb8f1091736829dd9	sha256	313935	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000100591	AHSA1	14	77457743	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
64	GCST90240183	GCST90240183	Activator of apoptosis harakiri levels (HRK.8008.28.3)	activator of apoptosis harakiri measurement	http://www.ebi.ac.uk/efo/EFO_0802253	http://www.ebi.ac.uk/efo/EFO_0802253	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/HRK_GCST90240183.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240183/harmonised/GCST90240183.h.tsv.gz		HRK_GCST90240183.filtered.tsv.gz	6a021494fd59488925b64355f789186c0f7ab1bb11bef40146e374b4eaf3e6e2	sha256	122872	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000135116	HRK	12	116856144	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
65	GCST90240184	GCST90240184	Activin receptor type-1B levels (ACVR1B.2806.49.2)	activin receptor type-1B amount	http://purl.obolibrary.org/obo/OBA_2050263	http://purl.obolibrary.org/obo/OBA_2050263	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ACVR1B_GCST90240184.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240184/harmonised/GCST90240184.h.tsv.gz		ACVR1B_GCST90240184.filtered.tsv.gz	54b28a88bb3d3e4a0cb9a6ab765d36053c8715374f4b48d4f1c092eb151be113	sha256	298833	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000135503	ACVR1B	12	51951675	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
66	GCST90240185	GCST90240185	Acyl-CoA-binding domain-containing protein 6 levels (ACBD6.10075.75.3)	acyl-CoA-binding domain-containing protein 6 measurement	http://www.ebi.ac.uk/efo/EFO_0801342	http://www.ebi.ac.uk/efo/EFO_0801342	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ACBD6_GCST90240185.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240185/harmonised/GCST90240185.h.tsv.gz		ACBD6_GCST90240185.filtered.tsv.gz	de2db94d08fa8037a1220b24e2a625127901d232560645f804fd28ec6a3d891d	sha256	318683	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000230124	ACBD6	1	180269653	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
67	GCST90240186	GCST90240186	Acyl-CoA-binding domain-containing protein 7 levels (ACBD7.13563.259.3)	acyl-CoA-binding domain-containing protein 7 measurement	http://www.ebi.ac.uk/efo/EFO_0801343	http://www.ebi.ac.uk/efo/EFO_0801343	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ACBD7_GCST90240186.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240186/harmonised/GCST90240186.h.tsv.gz		ACBD7_GCST90240186.filtered.tsv.gz	f0eaddb7cc75a7e1024289f0fe66d1d21ecdb5379bd10e9b010a03b60a494f96	sha256	411857	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000176244	ACBD7	10	15073038	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
68	GCST90240187	GCST90240187	Acylphosphatase-2 levels (ACYP2.12812.25.3)	acylphosphatase-2 measurement	http://www.ebi.ac.uk/efo/EFO_0801344	http://www.ebi.ac.uk/efo/EFO_0801344	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ACYP2_GCST90240187.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240187/harmonised/GCST90240187.h.tsv.gz		ACYP2_GCST90240187.filtered.tsv.gz	08e1f2a9fe3d05e3f770e074c1a0749eb7020ea81a7c3efb9ae42ee9a79cc02d	sha256	340352	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000170634	ACYP2	2	53970838	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
69	GCST90240188	GCST90240188	ADAMTS-like protein 1 levels (ADAMTSL1.6575.79.3)	ADAMTS-like protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802254	http://www.ebi.ac.uk/efo/EFO_0802254	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADAMTSL1_GCST90240188.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240188/harmonised/GCST90240188.h.tsv.gz		ADAMTSL1_GCST90240188.filtered.tsv.gz	0d47a0092d07444ad90c4500d0fbd03b1dfbac6b429f66d4ea5426f4dd130d56	sha256	224930	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000178031	ADAMTSL1	9	17906563	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
70	GCST90240189	GCST90240189	Adapter molecule crk levels (CRK.4976.57.1)	adapter molecule CRK measurement	http://www.ebi.ac.uk/efo/EFO_0020128	http://www.ebi.ac.uk/efo/EFO_0020128	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/CRK_GCST90240189.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240189/harmonised/GCST90240189.h.tsv.gz		CRK_GCST90240189.filtered.tsv.gz	0b5b6c8987f1a1b6f232c4d04ca03b755c35743b8edb9fe46d6a33ae65a7cd41	sha256	155563	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000167193	CRK	17	1420689	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
71	GCST90240190	GCST90240190	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 levels (SLC35B3.10660.33.3)	adenosine 3'-phospho 5'-phosphosulfate transporter 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802255	http://www.ebi.ac.uk/efo/EFO_0802255	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/SLC35B3_GCST90240190.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240190/harmonised/GCST90240190.h.tsv.gz		SLC35B3_GCST90240190.filtered.tsv.gz	a7186d20dad57eba54d356bead41d726507d51a6dbe3af0922a714a63cdc9894	sha256	352893	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000124786	SLC35B3	6	8411435	3301	plasma	SomaScan	FALSE	ensembl_hgnc_symbol	1
72	GCST90240191	GCST90240191	Adenosine deaminase CECR1 levels (CECR1.6077.63.3)	adenosine deaminase measurement	http://www.ebi.ac.uk/efo/EFO_0010761	http://www.ebi.ac.uk/efo/EFO_0010761	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADA2_GCST90240191.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240191/harmonised/GCST90240191.h.tsv.gz		ADA2_GCST90240191.filtered.tsv.gz	70c119e862e59333dd6c2aed908700128d9403954c682842679e2973e34d917e	sha256	130180	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000093072	ADA2	22	17178790	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
73	GCST90240192	GCST90240192	Adenylate kinase isoenzyme 1 levels (AK1.5012.67.1)	adenylate kinase isoenzyme 1 measurement	http://www.ebi.ac.uk/efo/EFO_0020129	http://www.ebi.ac.uk/efo/EFO_0020129	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/AK1_GCST90240192.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240192/harmonised/GCST90240192.h.tsv.gz		AK1_GCST90240192.filtered.tsv.gz	4aaf6dd67e6e58d1272732b512bfee8d7b6d71fb8283c918e61e14e6ebb85d6c	sha256	81214	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000106992	AK1	9	127866435	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
74	GCST90240193	GCST90240193	Adenylosuccinate synthetase isozyme 1 levels (ADSSL1.13998.26.3)	adenylosuccinate synthetase isozyme 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802256	http://www.ebi.ac.uk/efo/EFO_0802256	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADSS1_GCST90240193.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240193/harmonised/GCST90240193.h.tsv.gz		ADSS1_GCST90240193.filtered.tsv.gz	adde64dda683f34ad5cd3b31b60a76bc583a30dabfcc3cd495577f303afd6659	sha256	113205	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000185100	ADSS1	14	104724174	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
75	GCST90240194	GCST90240194	Adenylosuccinate synthetase isozyme 2 levels (ADSS.12644.63.3)	adenylosuccinate synthetase isozyme 2 measurement	http://www.ebi.ac.uk/efo/EFO_0801345	http://www.ebi.ac.uk/efo/EFO_0801345	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADSS2_GCST90240194.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240194/harmonised/GCST90240194.h.tsv.gz		ADSS2_GCST90240194.filtered.tsv.gz	ce9631f87244398c30a9af16847ab33d214954b2c0839552b0fd0a9c67c6625e	sha256	403803	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000035687	ADSS2	1	244407274	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
76	GCST90240195	GCST90240195	Adenylyltransferase and sulfurtransferase MOCS3 levels (MOCS3.14229.5.3)	adenylyltransferase and sulfurtransferase MOCS3 measurement	http://www.ebi.ac.uk/efo/EFO_0802257	http://www.ebi.ac.uk/efo/EFO_0802257	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/MOCS3_GCST90240195.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240195/harmonised/GCST90240195.h.tsv.gz		MOCS3_GCST90240195.filtered.tsv.gz	3e4c0696b460d4f47f1f2fc6e78710155a2b851e8c9b04183e0dc5ce4a32073f	sha256	307576	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000124217	MOCS3	20	50958818	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
